Epoch,F1 dev,Acc dev,F1 test,Acc test
5,0.8310911808669657,0.9116465863453815,0.9291201117318435,0.9339305711086227
10,0.9016829052258636,0.9658634538152611,0.9291201117318435,0.9339305711086227
15,0.9407952871870398,0.9759036144578314,0.9291201117318435,0.9339305711086227
20,0.959387875220718,0.9779116465863453,0.9291201117318435,0.9339305711086227
25,0.9611307420494699,0.9799196787148594,0.9291201117318435,0.9339305711086227
30,0.9623750734861847,0.9759036144578314,0.9291201117318435,0.9339305711086227
35,0.9676280164802824,0.9759036144578314,0.9291201117318435,0.9339305711086227
40,0.9670394349617423,0.9738955823293173,0.9291201117318435,0.9339305711086227
45,0.9661665195645778,0.9759036144578314,0.9291201117318435,0.9339305711086227
50,0.967950602763893,0.9759036144578314,0.9291201117318435,0.9339305711086227
55,0.9664902998236332,0.9759036144578314,0.9291201117318435,0.9339305711086227
60,0.9667744780946781,0.9759036144578314,0.9291201117318435,0.9339305711086227
65,0.9670781893004116,0.9759036144578314,0.9291201117318435,0.9339305711086227
