learning rate,batch size,hid_size,F1 score,Acc
0.0001,128,300,0.925526269237573,0.9406494960806272
0.0003,128,300,0.9302162067147124,0.9462486002239642
0.0005,128,300,0.9212653778558876,0.942889137737962
0.001,128,300,0.9291615398136756,0.9372900335946248
