Epoch,F1 dev,Acc dev,F1 test,Acc test
5,0.007033997655334114,0.7369477911646586,0.925526269237573,0.9406494960806271
10,0.2667901806391848,0.7791164658634538,0.925526269237573,0.9406494960806271
15,0.5415135929463629,0.8815261044176707,0.925526269237573,0.9406494960806271
20,0.6801190869996692,0.893574297188755,0.925526269237573,0.9406494960806271
25,0.7455696202531645,0.9076305220883534,0.925526269237573,0.9406494960806271
30,0.7791563275434243,0.9317269076305221,0.925526269237573,0.9406494960806271
35,0.8128834355828222,0.9397590361445783,0.925526269237573,0.9406494960806271
40,0.8297420333839151,0.9417670682730924,0.925526269237573,0.9406494960806271
45,0.850858692377222,0.9437751004016064,0.925526269237573,0.9406494960806271
50,0.8698260347930414,0.9598393574297188,0.925526269237573,0.9406494960806271
55,0.8766467065868264,0.9578313253012049,0.925526269237573,0.9406494960806271
60,0.8871015787905868,0.9658634538152611,0.925526269237573,0.9406494960806271
65,0.898956780923994,0.9658634538152611,0.925526269237573,0.9406494960806271
70,0.9040524433849823,0.9658634538152611,0.925526269237573,0.9406494960806271
75,0.9152038083903601,0.9698795180722891,0.925526269237573,0.9406494960806271
80,0.9204275534441806,0.9698795180722891,0.925526269237573,0.9406494960806271
85,0.9307578008915305,0.9718875502008032,0.925526269237573,0.9406494960806271
90,0.9350341145060813,0.9738955823293173,0.925526269237573,0.9406494960806271
95,0.9427469593592406,0.9759036144578314,0.925526269237573,0.9406494960806271
100,0.9448398576512457,0.9738955823293173,0.925526269237573,0.9406494960806271
105,0.9492732126965293,0.9738955823293173,0.925526269237573,0.9406494960806271
110,0.9504598042123998,0.9738955823293173,0.925526269237573,0.9406494960806271
115,0.9519572953736655,0.9698795180722891,0.925526269237573,0.9406494960806271
120,0.9543297746144722,0.9718875502008032,0.925526269237573,0.9406494960806271
125,0.9555160142348754,0.9718875502008032,0.925526269237573,0.9406494960806271
130,0.9567535545023697,0.9718875502008032,0.925526269237573,0.9406494960806271
135,0.9585062240663901,0.9718875502008032,0.925526269237573,0.9406494960806271
140,0.9602845287492591,0.9718875502008032,0.925526269237573,0.9406494960806271
145,0.96,0.9718875502008032,0.925526269237573,0.9406494960806271
150,0.9599762822413282,0.9718875502008032,0.925526269237573,0.9406494960806271
155,0.9623703703703704,0.9718875502008032,0.925526269237573,0.9406494960806271
160,0.9620628334321281,0.9718875502008032,0.925526269237573,0.9406494960806271
165,0.9611851851851851,0.9718875502008032,0.925526269237573,0.9406494960806271
170,0.9617777777777777,0.9718875502008032,0.925526269237573,0.9406494960806271
