Epoch,F1 dev,Acc dev,F1 test,Acc test
5,0.8462469733656174,0.9477911646586346,0.9447960618846696,0.9462486002239642
10,0.9403029403029404,0.9759036144578314,0.9447960618846696,0.9462486002239642
15,0.9685459940652819,0.9759036144578314,0.9447960618846696,0.9462486002239642
20,0.9715639810426541,0.9759036144578314,0.9447960618846696,0.9462486002239642
25,0.9736764270925762,0.9759036144578314,0.9447960618846696,0.9462486002239642
30,0.9763453577764636,0.9759036144578314,0.9447960618846696,0.9462486002239642
35,0.9760567543600355,0.9759036144578314,0.9447960618846696,0.9462486002239642
40,0.9763593380614657,0.9738955823293173,0.9447960618846696,0.9462486002239642
45,0.9760567543600355,0.9759036144578314,0.9447960618846696,0.9462486002239642
50,0.9763593380614657,0.9759036144578314,0.9447960618846696,0.9462486002239642
55,0.9766617429837519,0.9779116465863453,0.9447960618846696,0.9462486002239642
60,0.9766617429837519,0.9799196787148594,0.9447960618846696,0.9462486002239642
65,0.9766617429837519,0.9799196787148594,0.9447960618846696,0.9462486002239642
70,0.9766617429837519,0.9799196787148594,0.9447960618846696,0.9462486002239642
