Epoch,F1 dev,Acc dev,F1 test,Acc test
5,0.5527397260273972,0.891566265060241,0.9367581930912312,0.9496080627099664
10,0.8111455108359132,0.9417670682730924,0.9367581930912312,0.9496080627099664
15,0.8647023451593505,0.9678714859437751,0.9367581930912312,0.9496080627099664
20,0.9088736181655214,0.9678714859437751,0.9367581930912312,0.9496080627099664
25,0.9369422962522308,0.9738955823293173,0.9367581930912312,0.9496080627099664
30,0.9556943205471305,0.9738955823293173,0.9367581930912312,0.9496080627099664
35,0.9575541703769664,0.9759036144578314,0.9367581930912312,0.9496080627099664
40,0.9614472123368921,0.9779116465863453,0.9367581930912312,0.9496080627099664
45,0.965047393364929,0.9779116465863453,0.9367581930912312,0.9496080627099664
50,0.9673590504451038,0.9779116465863453,0.9367581930912312,0.9496080627099664
55,0.9709715639810427,0.9759036144578314,0.9367581930912312,0.9496080627099664
60,0.9712762807225347,0.9718875502008032,0.9367581930912312,0.9496080627099664
65,0.9712422176104357,0.9759036144578314,0.9367581930912312,0.9496080627099664
70,0.9721398933017191,0.9718875502008032,0.9367581930912312,0.9496080627099664
75,0.9756965026674571,0.9819277108433735,0.9367581930912312,0.9496080627099664
80,0.9756820877817319,0.9819277108433735,0.9367581930912312,0.9496080627099664
85,0.9747849302877484,0.9819277108433735,0.9367581930912312,0.9496080627099664
90,0.9744958481613286,0.9819277108433735,0.9367581930912312,0.9496080627099664
