Epoch,F1 dev,Acc dev,F1 test,Acc test
5,0.04024767801857585,0.7369477911646586,0.937136819862652,0.9406494960806271
10,0.41283124128312415,0.7911646586345381,0.937136819862652,0.9406494960806271
15,0.667953667953668,0.891566265060241,0.937136819862652,0.9406494960806271
20,0.7739345274861025,0.927710843373494,0.937136819862652,0.9406494960806271
25,0.8092205034880194,0.9417670682730924,0.937136819862652,0.9406494960806271
30,0.8484122228879568,0.9518072289156626,0.937136819862652,0.9406494960806271
35,0.8697466467958271,0.963855421686747,0.937136819862652,0.9406494960806271
40,0.8891523414344991,0.9718875502008032,0.937136819862652,0.9406494960806271
45,0.9001182033096927,0.9738955823293173,0.937136819862652,0.9406494960806271
50,0.9187112030741946,0.9759036144578314,0.937136819862652,0.9406494960806271
55,0.9285714285714287,0.9759036144578314,0.937136819862652,0.9406494960806271
60,0.9458740017746228,0.9759036144578314,0.937136819862652,0.9406494960806271
65,0.9500443393437777,0.9799196787148594,0.937136819862652,0.9406494960806271
70,0.9544917257683215,0.9779116465863453,0.937136819862652,0.9406494960806271
75,0.9580626107501476,0.9799196787148594,0.937136819862652,0.9406494960806271
80,0.9633786178381571,0.9819277108433735,0.937136819862652,0.9406494960806271
85,0.9674748669426375,0.9819277108433735,0.937136819862652,0.9406494960806271
90,0.968371268105232,0.9819277108433735,0.937136819862652,0.9406494960806271
95,0.9698403311649911,0.9819277108433735,0.937136819862652,0.9406494960806271
100,0.9704316972205795,0.9799196787148594,0.937136819862652,0.9406494960806271
105,0.971310263235729,0.9819277108433735,0.937136819862652,0.9406494960806271
110,0.9721893491124262,0.9819277108433735,0.937136819862652,0.9406494960806271
115,0.9727971614429333,0.9819277108433735,0.937136819862652,0.9406494960806271
120,0.9736764270925762,0.9819277108433735,0.937136819862652,0.9406494960806271
125,0.9733885274985216,0.9819277108433735,0.937136819862652,0.9406494960806271
130,0.9739798935541101,0.9799196787148594,0.937136819862652,0.9406494960806271
135,0.9739798935541101,0.9799196787148594,0.937136819862652,0.9406494960806271
140,0.9739798935541101,0.9779116465863453,0.937136819862652,0.9406494960806271
145,0.9739798935541101,0.9779116465863453,0.937136819862652,0.9406494960806271
