Epoch,F1 dev,Acc dev,Loss Train,Loss Dev,F1 test,Acc test
1,0.3775,0.8152610441767069,3.4088401521955216,1.791941348463297,0.941705529646902,0.9720044792833147
2,0.711677774558099,0.929718875502008,1.4691235376255853,1.0010279957205057,0.941705529646902,0.9720044792833147
3,0.7514450867052024,0.929718875502008,0.9146410301327705,0.705214112997055,0.941705529646902,0.9720044792833147
4,0.8046109510086454,0.9598393574297188,0.667318214901856,0.545457212254405,0.941705529646902,0.9720044792833147
5,0.8258992805755396,0.9678714859437751,0.5230914104197707,0.4460832313634455,0.941705529646902,0.9720044792833147
6,0.8567343437231913,0.9759036144578314,0.42743367733699933,0.3732978543266654,0.941705529646902,0.9720044792833147
7,0.8744318181818181,0.9819277108433735,0.36009655999285833,0.3256765592377633,0.941705529646902,0.9720044792833147
8,0.8948863636363636,0.9859437751004017,0.3018066755362919,0.28578170156106353,0.941705529646902,0.9720044792833147
9,0.9023282226007949,0.9879518072289156,0.2594801910753761,0.24762109539005905,0.941705529646902,0.9720044792833147
10,0.9167377095765843,0.9859437751004017,0.2211184540497405,0.2326399355661124,0.941705529646902,0.9720044792833147
11,0.9237744403513743,0.9879518072289156,0.19696713111230305,0.2053673801710829,0.941705529646902,0.9720044792833147
12,0.9309173272933181,0.9899598393574297,0.1725683859948601,0.18392864824272692,0.941705529646902,0.9720044792833147
13,0.9388448471121178,0.9919678714859438,0.146923829721553,0.16602806630544364,0.941705529646902,0.9720044792833147
14,0.9434708875070661,0.9899598393574297,0.13301565132236906,0.15670484921429306,0.941705529646902,0.9720044792833147
15,0.947845804988662,0.9919678714859438,0.1164385421467679,0.14290073607116938,0.941705529646902,0.9720044792833147
16,0.9524079320113314,0.9899598393574297,0.1043671278283,0.14440813346300274,0.941705529646902,0.9720044792833147
17,0.9516265912305516,0.9919678714859438,0.09320443678381188,0.1251758212747518,0.941705529646902,0.9720044792833147
18,0.9569160997732425,0.9939759036144579,0.08459931746391314,0.12213571515167132,0.941705529646902,0.9720044792833147
19,0.9592990390050876,0.9919678714859438,0.0758521903705384,0.128731125529157,0.941705529646902,0.9720044792833147
20,0.9570621468926553,0.9919678714859438,0.06861810726778848,0.12460492298123427,0.941705529646902,0.9720044792833147
21,0.9670454545454544,0.9899598393574297,0.0692595842294395,0.13234091474441811,0.941705529646902,0.9720044792833147
22,0.9640124681212808,0.9939759036144579,0.06199977664010865,0.11774780027917586,0.941705529646902,0.9720044792833147
23,0.9670079635949943,0.9919678714859438,0.05666615126787552,0.11088308483886067,0.941705529646902,0.9720044792833147
24,0.9693530079455165,0.9919678714859438,0.048075884174821636,0.10158367383701261,0.941705529646902,0.9720044792833147
25,0.9704377487208641,0.9919678714859438,0.046938428834878976,0.10190513341512997,0.941705529646902,0.9720044792833147
26,0.9715909090909091,0.9919678714859438,0.04214155254220324,0.1061672017458477,0.941705529646902,0.9720044792833147
27,0.9710227272727272,0.9899598393574297,0.037275853520259264,0.10784381396661047,0.941705529646902,0.9720044792833147
28,0.9710556186152101,0.9919678714859438,0.03560732581785747,0.11144817009335384,0.941705529646902,0.9720044792833147
29,0.9716231555051078,0.9919678714859438,0.035128525840783756,0.10545719461515546,0.941705529646902,0.9720044792833147
30,0.9716392512762337,0.9939759036144579,0.0307979761423277,0.09980685291520786,0.941705529646902,0.9720044792833147
31,0.9716392512762337,0.9919678714859438,0.027340694862817014,0.09895123037858866,0.941705529646902,0.9720044792833147
32,0.9736020437127448,0.9899598393574297,0.02652843804763896,0.11565665670786984,0.941705529646902,0.9720044792833147
33,0.9733257661748014,0.9919678714859438,0.025648108570437346,0.10568232247896958,0.941705529646902,0.9720044792833147
34,0.9727736812251844,0.9939759036144579,0.022316207414093826,0.1058717277192045,0.941705529646902,0.9720044792833147
35,0.9727736812251844,0.9919678714859438,0.02025931627223534,0.10344561098099803,0.941705529646902,0.9720044792833147
