Epoch,F1 dev,Acc dev,Loss Train,Loss Dev,F1 test,Acc test
1,0.39424703891708957,0.8614457831325302,3.5305605684007917,1.490021862089634,0.47338003502626974,0.973124300111982
2,0.4328759371905503,0.963855421686747,1.0997147815568107,0.706868352368474,0.47338003502626974,0.973124300111982
3,0.4469051675184554,0.9799196787148594,0.5747766086033412,0.41482584178447723,0.47338003502626974,0.973124300111982
4,0.454273077471822,0.9899598393574297,0.35191790206091744,0.30658537708222866,0.47338003502626974,0.973124300111982
5,0.4700056593095643,0.9899598393574297,0.24025370734078544,0.23802427481859922,0.47338003502626974,0.973124300111982
6,0.46349478496928137,0.9899598393574297,0.18290609483207976,0.2108755991794169,0.47338003502626974,0.973124300111982
7,0.4700866846667614,0.9919678714859438,0.12814707277076584,0.16761419142130762,0.47338003502626974,0.973124300111982
8,0.47249007373794666,0.9879518072289156,0.10042346492409707,0.16224689653608948,0.47338003502626974,0.973124300111982
9,0.4748547952967842,0.9919678714859438,0.08010921829513142,0.15319370111683384,0.47338003502626974,0.973124300111982
10,0.4730878186968839,0.9899598393574297,0.06566837541759014,0.1700082421884872,0.47338003502626974,0.973124300111982
11,0.4744080533106479,0.9919678714859438,0.05652879311570099,0.16295609704684466,0.47338003502626974,0.973124300111982
12,0.4709567198177677,0.9919678714859438,0.04770839437842369,0.14881279025576077,0.47338003502626974,0.973124300111982
