Epoch,F1 dev,Acc dev,Loss Train,Loss Dev,F1 test,Acc test
1,0.6957033549146557,0.9257028112449799,2.5399075763566152,1.0888211652636528,0.9371771371438093,0.9697648376259799
2,0.7939901762496389,0.9538152610441767,0.8411115369626454,0.593010064214468,0.9371771371438093,0.9697648376259799
3,0.8516719062589311,0.9738955823293173,0.4943452794636999,0.3962792865931988,0.9371771371438093,0.9697648376259799
4,0.8987485779294653,0.9839357429718876,0.33603840810911995,0.2826024671085179,0.9371771371438093,0.9697648376259799
5,0.9060459835367584,0.9879518072289156,0.23885913310306414,0.22608714271336794,0.9371771371438093,0.9697648376259799
6,0.9326542161856253,0.9899598393574297,0.18156450260430573,0.17957609356381,0.9371771371438093,0.9697648376259799
7,0.9400113186191283,0.9899598393574297,0.14112771222633974,0.15492337418254465,0.9371771371438093,0.9697648376259799
8,0.9509498157074001,0.9899598393574297,0.11327620232477784,0.13836148526752368,0.9371771371438093,0.9697648376259799
9,0.9530277306168647,0.9899598393574297,0.09438911373061794,0.13433797424659133,0.9371771371438093,0.9697648376259799
10,0.9610241820768137,0.9939759036144579,0.07600254018657975,0.11852079394157045,0.9371771371438093,0.9697648376259799
11,0.9625212947189097,0.9919678714859438,0.06613172647942389,0.11184786781086586,0.9371771371438093,0.9697648376259799
12,0.9619101762364981,0.9939759036144579,0.05451906135172716,0.11218414941686206,0.9371771371438093,0.9697648376259799
13,0.9642045454545454,0.9959839357429718,0.04911609210872225,0.1038577197905397,0.9371771371438093,0.9697648376259799
14,0.9650667424027266,0.9939759036144579,0.040877189500523464,0.10340135198202915,0.9371771371438093,0.9697648376259799
15,0.9680911680911681,0.9939759036144579,0.03506176048291049,0.10126158747880254,0.9371771371438093,0.9697648376259799
16,0.9682179341657208,0.9939759036144579,0.030533696105703712,0.10437315632589161,0.9371771371438093,0.9697648376259799
17,0.9727582292849034,0.9959839357429718,0.030382673791609704,0.08658930577075807,0.9371771371438093,0.9697648376259799
18,0.9715585893060296,0.9979919678714859,0.033403408999687856,0.07861616917944048,0.9371771371438093,0.9697648376259799
19,0.9740962140620553,0.9939759036144579,0.021373835558603917,0.08289824512030464,0.9371771371438093,0.9697648376259799
20,0.9735269000853971,0.9939759036144579,0.01921879687080426,0.08395504279178567,0.9371771371438093,0.9697648376259799
21,0.9749857873791927,0.9899598393574297,0.025370813254266978,0.10014630925434176,0.9371771371438093,0.9697648376259799
22,0.9733257661748014,0.9939759036144579,0.02054832657865648,0.08331643668498145,0.9371771371438093,0.9697648376259799
23,0.9733408961996598,0.9919678714859438,0.01699836502250816,0.08772066862366046,0.9371771371438093,0.9697648376259799
24,0.9721906923950058,0.9959839357429718,0.013420868764764496,0.08614331401622621,0.9371771371438093,0.9697648376259799
