Epoch,F1 dev,Acc dev,Loss Train,Loss Dev,F1 test,Acc test
1,0.43522295681530454,0.9618473895582329,2.093085404804775,0.7052176184952259,0.48242340074646295,0.975363941769317
2,0.4562349269399915,0.9879518072289156,0.5146987055029187,0.3305893111974001,0.48242340074646295,0.975363941769317
3,0.46317884560705147,0.9819277108433735,0.2712464476270335,0.2764558051712811,0.48242340074646295,0.975363941769317
4,0.47283531409168084,0.9879518072289156,0.1760371658951044,0.20247658668085933,0.48242340074646295,0.975363941769317
5,0.47574468085106386,0.9879518072289156,0.1355943810726915,0.2186995737720281,0.48242340074646295,0.975363941769317
6,0.47524471556249115,0.9919678714859438,0.11563209407031536,0.1445040050894022,0.48242340074646295,0.975363941769317
7,0.4757322767793973,0.9919678714859438,0.0732552741255079,0.13855992956086993,0.48242340074646295,0.975363941769317
8,0.4771919852209749,0.9899598393574297,0.05455304601096681,0.16237502719741315,0.48242340074646295,0.975363941769317
9,0.4795006383884239,0.9919678714859438,0.04346625222159284,0.14627058786572888,0.48242340074646295,0.975363941769317
10,0.47523066004258335,0.9919678714859438,0.028936181510133403,0.1429514831979759,0.48242340074646295,0.975363941769317
11,0.4770147559591373,0.9919678714859438,0.02688279318889337,0.14100282061554026,0.48242340074646295,0.975363941769317
12,0.47729523270618185,0.9959839357429718,0.024385006313345264,0.138814618519973,0.48242340074646295,0.975363941769317
