Epoch,F1 dev,Acc dev,Loss Train,Loss Dev,F1 test,Acc test
1,0.4285914505956553,0.963855421686747,2.2197829284838266,0.8090097112581134,0.4788439906550143,0.973124300111982
2,0.45986740019748906,0.9819277108433735,0.6019062582935606,0.39573835395276546,0.4788439906550143,0.973124300111982
3,0.46648793565683655,0.9899598393574297,0.32687421015330725,0.2682081365492195,0.4788439906550143,0.973124300111982
4,0.46944248412138323,0.9879518072289156,0.20386137746806657,0.21365024632541463,0.4788439906550143,0.973124300111982
5,0.472316384180791,0.9939759036144579,0.14530664602560656,0.17592618649359792,0.4788439906550143,0.973124300111982
6,0.47334935670861017,0.9939759036144579,0.10052912551909685,0.16156375355785713,0.4788439906550143,0.973124300111982
7,0.47480592801693716,0.9919678714859438,0.08290501767769456,0.1603199849196244,0.4788439906550143,0.973124300111982
8,0.47373637264618434,0.9939759036144579,0.05257479575728732,0.15726944457856007,0.4788439906550143,0.973124300111982
9,0.47609646030179104,0.9959839357429718,0.041838841985112854,0.14398431215522578,0.4788439906550143,0.973124300111982
10,0.47053836371343793,0.9939759036144579,0.03634966622505869,0.17254805095581105,0.4788439906550143,0.973124300111982
11,0.4758007619585156,0.9919678714859438,0.026981023519432972,0.15085290687420638,0.4788439906550143,0.973124300111982
12,0.47522236340533675,0.9959839357429718,0.030345248710364103,0.1646332699310733,0.4788439906550143,0.973124300111982
