Epoch,F1 dev,Acc dev,Loss Train,Loss Dev,F1 test,Acc test
1,0.43401015228426393,0.9558232931726908,2.06396992291723,0.67809290997684,0.4777214747510047,0.973124300111982
2,0.46232294617563735,0.9819277108433735,0.5031429090670176,0.33399937860667706,0.4777214747510047,0.973124300111982
3,0.4656988329063479,0.9879518072289156,0.26545021438172883,0.25598863139748573,0.4777214747510047,0.973124300111982
4,0.47346706501636077,0.9899598393574297,0.17751552196485657,0.2008942939573899,0.4777214747510047,0.973124300111982
5,0.4725509767574504,0.9899598393574297,0.12143491032932485,0.17078822280745953,0.4777214747510047,0.973124300111982
6,0.46929133858267713,0.9919678714859438,0.10253093833369868,0.16308584826765582,0.4777214747510047,0.973124300111982
7,0.4745666382495027,0.9919678714859438,0.08374937253871134,0.16780009458307177,0.4777214747510047,0.973124300111982
8,0.47494305239179957,0.9919678714859438,0.06336481834628753,0.16393548005726188,0.4777214747510047,0.973124300111982
9,0.4750925135212069,0.9919678714859438,0.05483143740732755,0.1803512352053076,0.4777214747510047,0.973124300111982
10,0.4740592930444698,0.9939759036144579,0.054155299200543336,0.17358790698926896,0.4777214747510047,0.973124300111982
11,0.4751883975543865,0.9919678714859438,0.03526671444997191,0.1784421277407091,0.4777214747510047,0.973124300111982
12,0.4718269778030734,0.9919678714859438,0.028638492670974562,0.17902931990101933,0.4777214747510047,0.973124300111982
13,0.47381121362668555,0.9839357429718876,0.03044642162775355,0.17834739873069339,0.4777214747510047,0.973124300111982
14,0.4756495811443987,0.9919678714859438,0.024049493238063796,0.15731628944922704,0.4777214747510047,0.973124300111982
15,0.4715909090909091,0.9879518072289156,0.0179312085499987,0.18808615206216928,0.4777214747510047,0.973124300111982
16,0.47621752094278,0.9839357429718876,0.03213684130127409,0.1901085350982612,0.4777214747510047,0.973124300111982
17,0.4755165581658647,0.9879518072289156,0.029338430340534873,0.1793002831400372,0.4777214747510047,0.973124300111982
18,0.4741884741884742,0.9899598393574297,0.020192537001068038,0.18701351355412044,0.4777214747510047,0.973124300111982
19,0.4771790132233756,0.9879518072289156,0.019322671880945563,0.19418754256912507,0.4777214747510047,0.973124300111982
20,0.474311666193585,0.9839357429718876,0.029234762582927943,0.17660919454647228,0.4777214747510047,0.973124300111982
21,0.4720443875373453,0.9718875502008032,0.03154701357707381,0.31665955565404147,0.4777214747510047,0.973124300111982
22,0.474082536055976,0.9859437751004017,0.048571095163268706,0.21476688364055008,0.4777214747510047,0.973124300111982
