Epoch,F1 dev,Acc dev,Loss Train,Loss Dev,F1 test,Acc test
1,0.7581699346405228,0.9538152610441767,2.0573434812682017,0.6827109176665545,0.9301397205588823,0.975363941769317
2,0.8925809223718132,0.9678714859437751,0.5137086778879165,0.33493664022535086,0.9301397205588823,0.975363941769317
3,0.9245175936435868,0.9839357429718876,0.27131972398076737,0.1930131148546934,0.9301397205588823,0.975363941769317
4,0.9423786545557763,0.9879518072289156,0.1631491216165679,0.1422100169584155,0.9301397205588823,0.975363941769317
5,0.9499146272054638,0.9859437751004017,0.13055049612053804,0.15579960611648858,0.9301397205588823,0.975363941769317
6,0.9525433361750497,0.9879518072289156,0.10013297636594091,0.11550312745384872,0.9301397205588823,0.975363941769317
7,0.9644987219539903,0.9899598393574297,0.09405491756541388,0.11778968409635127,0.9301397205588823,0.975363941769317
8,0.9640124681212808,0.9939759036144579,0.0674456852887358,0.09130641154479235,0.9301397205588823,0.975363941769317
9,0.9642654566080544,0.9919678714859438,0.050849527998694355,0.10853358166059479,0.9301397205588823,0.975363941769317
10,0.9642248722316865,0.9939759036144579,0.04518063263967633,0.11994710506405681,0.9301397205588823,0.975363941769317
