Epoch,F1 dev,Acc dev,Loss Train,Loss Dev,F1 test,Acc test
1,0.6301131418624891,0.8594377510040161,2.7387448719569614,1.2645874172449112,0.938,0.976
2,0.7910112359550562,0.9538152610441767,0.9252145971570697,0.5930342264473438,0.938,0.976
3,0.8744686880136016,0.9718875502008032,0.4768354943820408,0.3448023796081543,0.938,0.976
4,0.9072922555115884,0.9859437751004017,0.2905346189226423,0.245204359292984,0.938,0.976
5,0.928915321438686,0.9919678714859438,0.20391325056552886,0.17992695607244968,0.938,0.976
6,0.9429787234042553,0.9899598393574297,0.14620828330516816,0.1453349031507969,0.938,0.976
7,0.9524079320113314,0.9939759036144579,0.10947992535574096,0.12011516001075506,0.938,0.976
8,0.9551900170164492,0.9939759036144579,0.08975231892296247,0.11468597408384085,0.938,0.976
9,0.9572116746953812,0.9959839357429718,0.0773362295968192,0.10630602575838566,0.938,0.976
10,0.9653409090909091,0.9919678714859438,0.05672963586236749,0.09888768754899502,0.938,0.976
11,0.9635077793493635,0.9939759036144579,0.046231242482151304,0.09851393848657608,0.938,0.976
12,0.9659863945578231,0.9939759036144579,0.03839467034808227,0.10270126326940954,0.938,0.976
13,0.9618320610687023,0.9919678714859438,0.03719502655523164,0.12294853897765279,0.938,0.976
14,0.9675583380762663,0.9919678714859438,0.02887034865894488,0.11683102138340473,0.938,0.976
15,0.9657514859892443,0.9899598393574297,0.0273134069783347,0.12307353410869837,0.938,0.976
16,0.9659671015314804,0.9939759036144579,0.02242100028587239,0.11267047608271241,0.938,0.976
17,0.9681998864281658,0.9859437751004017,0.023835786059498786,0.15069841593503952,0.938,0.976
18,0.9695763434745521,0.9899598393574297,0.024874926464898247,0.1042686440050602,0.938,0.976
19,0.9718670076726342,0.9879518072289156,0.021246625616082124,0.11652596388012171,0.938,0.976
20,0.968528494471222,0.9879518072289156,0.03312414240624224,0.1164764198474586,0.938,0.976
21,0.9704377487208641,0.9879518072289156,0.026404856384864877,0.13245347840711474,0.938,0.976
22,0.9631936579841449,0.9919678714859438,0.029700935232852187,0.10277268709614873,0.938,0.976
