Epoch,F1 dev,Acc dev,Loss Train,Loss Dev,F1 test,Acc test
1,0.41674890737346676,0.9176706827309237,2.9861048664365497,1.2140483036637306,0.48433248485912395,0.9708846584546472
2,0.4523369796846143,0.9618473895582329,0.8378664868218558,0.5314771216362715,0.48433248485912395,0.9708846584546472
3,0.46342857142857147,0.9859437751004017,0.4157154423849923,0.35175769217312336,0.48433248485912395,0.9708846584546472
4,0.4726489590811198,0.9859437751004017,0.260728320479393,0.2641419735737145,0.48433248485912395,0.9708846584546472
5,0.4769429679643729,0.9899598393574297,0.17154393408979687,0.20534113491885364,0.48433248485912395,0.9708846584546472
6,0.47990782082673195,0.9879518072289156,0.1321018757564681,0.17436666740104556,0.48433248485912395,0.9708846584546472
7,0.48323699421965316,0.9959839357429718,0.09800410717725754,0.13564815185964108,0.48433248485912395,0.9708846584546472
8,0.4842196281884998,0.9939759036144579,0.06695050128868647,0.1373406721977517,0.48433248485912395,0.9708846584546472
9,0.483759701063524,0.9939759036144579,0.05661207921802998,0.12480112625053152,0.48433248485912395,0.9708846584546472
10,0.4834627552487777,0.9959839357429718,0.044644155566181454,0.11494575563119724,0.48433248485912395,0.9708846584546472
11,0.48172472872644206,0.9959839357429718,0.035510016711694854,0.12449730560183525,0.48433248485912395,0.9708846584546472
