Epoch,F1 dev,Acc dev,Loss Train,Loss Dev,F1 test,Acc test
5,0.9013079667063021,0.963855421686747,0.3412001176604203,0.2863153030630201,0.95,0.954
10,0.9596439169139466,0.9779116465863453,0.11225900373288564,0.14723308174870908,0.95,0.954
15,0.9727488151658769,0.9779116465863453,0.0560228219255805,0.12091266867355444,0.95,0.954
20,0.9768957345971564,0.9819277108433735,0.036841491543288744,0.11258938149694586,0.95,0.954
25,0.9760284107724179,0.9819277108433735,0.02450102241044598,0.1177258446587075,0.95,0.954
30,0.9760709010339734,0.9839357429718876,0.019788273028098047,0.10354669793559879,0.95,0.954
35,0.9766341319136351,0.9839357429718876,0.011011857973478202,0.12341705357357569,0.95,0.954
