Epoch,F1 dev,Acc dev,F1 test,Acc test
5,0.9093601895734597,0.9718875502008032,0.9515729939908095,0.9529675251959686
10,0.96443390634262,0.9859437751004017,0.9515729939908095,0.9529675251959686
15,0.9727649496743636,0.9799196787148594,0.9515729939908095,0.9529675251959686
20,0.9777777777777779,0.9819277108433735,0.9515729939908095,0.9529675251959686
25,0.9778565101860053,0.9819277108433735,0.9515729939908095,0.9529675251959686
30,0.9780805687203791,0.9819277108433735,0.9515729939908095,0.9529675251959686
35,0.9786856127886323,0.9799196787148594,0.9515729939908095,0.9529675251959686
40,0.9780935464772054,0.9839357429718876,0.9515729939908095,0.9529675251959686
45,0.9787108219988172,0.9839357429718876,0.9515729939908095,0.9529675251959686
50,0.9790127106118829,0.9859437751004017,0.9515729939908095,0.9529675251959686
55,0.9807635395087303,0.9819277108433735,0.9515729939908095,0.9529675251959686
60,0.9783959751405742,0.9799196787148594,0.9515729939908095,0.9529675251959686
65,0.976923076923077,0.9839357429718876,0.9515729939908095,0.9529675251959686
70,0.9787234042553191,0.9839357429718876,0.9515729939908095,0.9529675251959686
