Epoch,F1 dev,Acc dev,F1 test,Acc test
5,0.17124394184168013,0.7369477911646586,0.9394741485794952,0.9462486002239642
10,0.5274963820549927,0.8293172690763052,0.9394741485794952,0.9462486002239642
15,0.6814911706998037,0.9076305220883534,0.9394741485794952,0.9462486002239642
20,0.7809165097300691,0.9216867469879518,0.9394741485794952,0.9462486002239642
25,0.8030674846625766,0.9337349397590361,0.9394741485794952,0.9462486002239642
30,0.8374622356495467,0.9377510040160643,0.9394741485794952,0.9462486002239642
35,0.8540605334132455,0.9558232931726908,0.9394741485794952,0.9462486002239642
40,0.867224880382775,0.9618473895582329,0.9394741485794952,0.9462486002239642
45,0.8852459016393444,0.963855421686747,0.9394741485794952,0.9462486002239642
50,0.9014925373134328,0.9678714859437751,0.9394741485794952,0.9462486002239642
55,0.91636798088411,0.9698795180722891,0.9394741485794952,0.9462486002239642
60,0.9255509231685528,0.9738955823293173,0.9394741485794952,0.9462486002239642
65,0.9336901575973833,0.9759036144578314,0.9394741485794952,0.9462486002239642
70,0.9417360285374555,0.9759036144578314,0.9394741485794952,0.9462486002239642
75,0.9453357100415923,0.9779116465863453,0.9394741485794952,0.9462486002239642
80,0.9515889515889515,0.9799196787148594,0.9394741485794952,0.9462486002239642
85,0.953964953964954,0.9779116465863453,0.9394741485794952,0.9462486002239642
90,0.9605458320973005,0.9799196787148594,0.9394741485794952,0.9462486002239642
95,0.9620178041543027,0.9839357429718876,0.9394741485794952,0.9462486002239642
100,0.9620403321470936,0.9799196787148594,0.9394741485794952,0.9462486002239642
105,0.9647198339756894,0.9839357429718876,0.9394741485794952,0.9462486002239642
110,0.966804979253112,0.9839357429718876,0.9394741485794952,0.9462486002239642
115,0.967111111111111,0.9839357429718876,0.9394741485794952,0.9462486002239642
120,0.9674363528715216,0.9839357429718876,0.9394741485794952,0.9462486002239642
125,0.9677228309150134,0.9839357429718876,0.9394741485794952,0.9462486002239642
130,0.9683150725496001,0.9819277108433735,0.9394741485794952,0.9462486002239642
135,0.9686204854943753,0.9839357429718876,0.9394741485794952,0.9462486002239642
140,0.967741935483871,0.9859437751004017,0.9394741485794952,0.9462486002239642
145,0.96833382657591,0.9859437751004017,0.9394741485794952,0.9462486002239642
150,0.969499555818774,0.9859437751004017,0.9394741485794952,0.9462486002239642
155,0.9695176087599882,0.9839357429718876,0.9394741485794952,0.9462486002239642
160,0.9715808170515099,0.9859437751004017,0.9394741485794952,0.9462486002239642
165,0.973100798108188,0.9859437751004017,0.9394741485794952,0.9462486002239642
170,0.9736764270925762,0.9839357429718876,0.9394741485794952,0.9462486002239642
175,0.9727810650887574,0.9859437751004017,0.9394741485794952,0.9462486002239642
180,0.9734199645599527,0.9839357429718876,0.9394741485794952,0.9462486002239642
185,0.9736764270925762,0.9859437751004017,0.9394741485794952,0.9462486002239642
