Epoch,F1 dev,Acc dev,F1 test,Acc test
5,0.27913882702301407,0.7409638554216867,0.9457173070144519,0.9507278835386338
10,0.5778674739320551,0.8795180722891566,0.9457173070144519,0.9507278835386338
15,0.7563659226658282,0.9116465863453815,0.9457173070144519,0.9507278835386338
20,0.8096118299445472,0.927710843373494,0.9457173070144519,0.9507278835386338
25,0.8372376026772133,0.9357429718875502,0.9457173070144519,0.9507278835386338
30,0.8618718025880229,0.9477911646586346,0.9457173070144519,0.9507278835386338
35,0.8757856929063155,0.9578313253012049,0.9457173070144519,0.9507278835386338
40,0.8878281622911696,0.963855421686747,0.9457173070144519,0.9507278835386338
45,0.89925705794948,0.9698795180722891,0.9457173070144519,0.9507278835386338
50,0.9109263657957244,0.9738955823293173,0.9457173070144519,0.9507278835386338
55,0.9260029717682021,0.9718875502008032,0.9457173070144519,0.9507278835386338
60,0.9351961950059454,0.9698795180722891,0.9457173070144519,0.9507278835386338
65,0.9400237529691211,0.9738955823293173,0.9457173070144519,0.9507278835386338
70,0.9477434679334917,0.9779116465863453,0.9457173070144519,0.9507278835386338
75,0.9561091340450771,0.9759036144578314,0.9457173070144519,0.9507278835386338
80,0.9599762822413282,0.9799196787148594,0.9457173070144519,0.9507278835386338
85,0.963841138114997,0.9799196787148594,0.9457173070144519,0.9507278835386338
90,0.966785290628707,0.9819277108433735,0.9457173070144519,0.9507278835386338
95,0.9680094786729857,0.9799196787148594,0.9457173070144519,0.9507278835386338
100,0.9703791469194313,0.9799196787148594,0.9457173070144519,0.9507278835386338
105,0.970954356846473,0.9799196787148594,0.9457173070144519,0.9507278835386338
110,0.970988750740083,0.9819277108433735,0.9457173070144519,0.9507278835386338
115,0.9724607639917087,0.9819277108433735,0.9457173070144519,0.9507278835386338
120,0.9718851731281444,0.9839357429718876,0.9457173070144519,0.9507278835386338
125,0.9727649496743636,0.9819277108433735,0.9457173070144519,0.9507278835386338
130,0.9748297305300563,0.9819277108433735,0.9457173070144519,0.9507278835386338
135,0.9742374888954692,0.9819277108433735,0.9457173070144519,0.9507278835386338
140,0.9748297305300563,0.9819277108433735,0.9457173070144519,0.9507278835386338
145,0.9757252812314979,0.9819277108433735,0.9457173070144519,0.9507278835386338
150,0.976923076923077,0.9819277108433735,0.9457173070144519,0.9507278835386338
155,0.9771986970684039,0.9819277108433735,0.9457173070144519,0.9507278835386338
160,0.9783959751405742,0.9819277108433735,0.9457173070144519,0.9507278835386338
165,0.9786856127886323,0.9819277108433735,0.9457173070144519,0.9507278835386338
170,0.9789754219721647,0.9839357429718876,0.9457173070144519,0.9507278835386338
175,0.9789754219721647,0.9839357429718876,0.9457173070144519,0.9507278835386338
180,0.9795676636067515,0.9819277108433735,0.9457173070144519,0.9507278835386338
185,0.9795676636067515,0.9819277108433735,0.9457173070144519,0.9507278835386338
190,0.9801599052413384,0.9819277108433735,0.9457173070144519,0.9507278835386338
195,0.979869745411486,0.9839357429718876,0.9457173070144519,0.9507278835386338
