Epoch,F1 dev,Acc dev,F1 test,Acc test
5,0.41752031084422464,0.7951807228915663,0.9460887949260042,0.9518477043673013
10,0.7281985996180776,0.9116465863453815,0.9460887949260042,0.9518477043673013
15,0.8199632578077158,0.9317269076305221,0.9460887949260042,0.9518477043673013
20,0.8515507377295995,0.9518072289156626,0.9460887949260042,0.9518477043673013
25,0.8766467065868264,0.9678714859437751,0.9460887949260042,0.9518477043673013
30,0.897947039571556,0.9718875502008032,0.9460887949260042,0.9518477043673013
35,0.9232137563000297,0.9759036144578314,0.9460887949260042,0.9518477043673013
40,0.9412811387900355,0.9698795180722891,0.9460887949260042,0.9518477043673013
45,0.9471196454948302,0.9759036144578314,0.9460887949260042,0.9518477043673013
50,0.9556737588652481,0.9759036144578314,0.9460887949260042,0.9518477043673013
55,0.9633353045535187,0.9779116465863453,0.9460887949260042,0.9518477043673013
60,0.9651094027202839,0.9759036144578314,0.9460887949260042,0.9518477043673013
65,0.968371268105232,0.9779116465863453,0.9460887949260042,0.9518477043673013
70,0.9686575990538142,0.9799196787148594,0.9460887949260042,0.9518477043673013
75,0.9710230632761679,0.9799196787148594,0.9460887949260042,0.9518477043673013
80,0.9701448418563405,0.9779116465863453,0.9460887949260042,0.9518477043673013
85,0.9725096068578185,0.9799196787148594,0.9460887949260042,0.9518477043673013
90,0.9739798935541101,0.9779116465863453,0.9460887949260042,0.9518477043673013
95,0.9745862884160756,0.9779116465863453,0.9460887949260042,0.9518477043673013
100,0.9728132387706856,0.9799196787148594,0.9460887949260042,0.9518477043673013
105,0.975177304964539,0.9799196787148594,0.9460887949260042,0.9518477043673013
110,0.9745862884160756,0.9799196787148594,0.9460887949260042,0.9518477043673013
115,0.974010632014176,0.9799196787148594,0.9460887949260042,0.9518477043673013
120,0.975177304964539,0.9819277108433735,0.9460887949260042,0.9518477043673013
